,Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3,Original_Composition_Formula,Entropy_of_Formation_JperMolH2perK,Equilibrium_Pressure_25C,LnEquilibrium_Pressure_25C,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,energy_per_atom,formation_energy_per_atom,nsites,density,volume,volume_ps,empty_volume_ps
42,144,AB,ThCo,1.4,46.8,40,0.05,"Buschow, 1975",187.0,,,,ThCo,124.5421513330249,0.020240456294599106,-3.9000718906174283,2,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,58.5,63,31.5,90,27,58.5,37.0,42,21.0,58,16,37.0,145.4856275,173.10486500000002,86.55243250000001,232.03806,58.933195,145.4856275,1895.5,255.0,127.5,2023.0,1768.0,1895.5,6.0,6,3.0,9,3,6.0,5.5,3,1.5,7,4,5.5,166.0,80,40.0,206,126,166.0,1.5899999999999999,0.5799999999999998,0.2899999999999999,1.88,1.3,1.5899999999999999,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.5,5,2.5,7,2,4.5,0.0,0,0.0,0,0,0.0,6.5,5,2.5,9,4,6.5,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.5,5,2.5,8,3,5.5,0.0,0,0.0,0,0,0.0,5.5,5,2.5,8,3,5.5,21.307499999999997,22.125,11.0625,32.37,10.245,21.307499999999997,0.0,0.0,0.0,0.0,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0.0,0.7742356,209.5,31,15.5,225,194,209.5,0.3076923076923077,0.0,0.6923076923076923,0.0,0,0.08066068243348179,0.040330341216740895,-7.616606935,-0.3560587549999994,4.0,11.638533195822463,83.02921344396283,20.757303360990708,0.9230855253868128
43,145,AB,ThNi,1.2,45.3,40,0.01,"Buschow, 1975",187.0,,,,ThNi,106.37099190480487,0.004167143212362398,-5.480524558914876,2,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,59.0,62,31.0,90,28,59.0,38.5,45,22.5,61,16,38.5,145.36572999999999,173.34466,86.67233,232.03806,58.6934,145.36572999999999,1875.5,295.0,147.5,2023.0,1728.0,1875.5,6.5,7,3.5,10,3,6.5,5.5,3,1.5,7,4,5.5,165.0,82,41.0,206,124,165.0,1.605,0.6099999999999999,0.30499999999999994,1.91,1.3,1.605,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.0,6,3.0,8,2,5.0,0.0,0,0.0,0,0,0.0,7.0,6,3.0,10,4,7.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.0,6,3.0,8,2,5.0,0.0,0,0.0,0,0,0.0,5.0,6,3.0,8,2,5.0,21.345,22.049999999999997,11.024999999999999,32.37,10.32,21.345,0.0,0.0,0.0,0.0,0,0,0.29769735,0.5953947,0.29769735,0.5953947,0.0,0.29769735,225.0,0,0.0,225,225,225.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0,0.08882927925662121,0.044414639628310604,-7.031200675625,-0.43511264062499944,16.0,11.205241608180092,344.6750771594351,21.542192322464693,0.8734751281119012
44,147,AB,Ti0.46Mn0.05V0.05Fe0.45,1.7,28.6,22,2,"Mitrokhin, 1993",396.0,,,,Ti.46Fe.45V.05Mn.05,102.66281728580613,2.24884865942675,0.810418378328218,4,0.6409696360253273,0.5679076229762338,0.5176095071965324,0.49756690536801,0.48309052201228575,23.980198019801982,4,1.9007940398000196,26,22,22.0,48.94059405940594,12,5.70238211940006,55,43,43.0,51.923809158415835,7.9780000000000015,3.792569645132831,55.845,47.867,47.867,1874.1683168316833,664.0,91.45377904127047,2183.0,1519.0,1941.0,5.98019801980198,4,1.9007940398000196,8,4,4.0,4.0,0,0.0,4,4,4.0,146.13861386138615,28,13.305558278600138,160,132,160.0,1.674158415841584,0.29000000000000004,0.13886873835898442,1.83,1.54,1.54,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,3.9801980198019806,4,1.9007940398000196,6,2,2.0,0.0,0,0.0,0,0,0.0,5.98019801980198,4,1.9007940398000196,8,4,4.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,6.01980198019802,4,1.9007940398000196,8,4,8.0,0.0,0,0.0,0,0,0.0,6.01980198019802,4,1.9007940398000196,8,4,8.0,13.545326049846535,6.202413793100002,2.8644554793477113,16.69,10.4875862069,16.69,0.0,0.0,0.0,0.0,0,0,0.9404199320473426,2.1106628,1.0427906744132591,2.1106628,0.0,2.25333333333e-05,212.46534653465346,35,16.819919615723947,229,194,194.0,0.3344370860927152,0.0,0.6655629139072848,0.0,0,0.020805515598651292,0.00983908722018613,,,,,,,
45,149,AB,Zr0.04Ti0.96Nb0.04Fe0.95,1.7,31.8,30,1.4,"Sasai, 1983",79.0,,,,Ti.96Zr.04Fe.95Nb.04,107.696048741153,1.1330198344371585,0.1248864880154619,4,0.6792847280218316,0.6046668606353002,0.5512899963843364,0.5298955662154762,0.514406964253091,24.65326633165829,19,2.5599353551677986,41,22,22.0,48.82914572864321,12,5.891770409838134,55,43,43.0,53.45240462311557,45.03938,5.388933103709504,92.90638,47.867,47.867,1898.9597989949748,939.0,83.98171763339309,2750.0,1811.0,1941.0,5.92964824120603,4,1.9767177596525338,8,4,4.0,4.040201005025125,1,0.07716976844019025,5,4,4.0,147.0150753768844,43,14.336001616120805,175,132,160.0,1.6754271356783919,0.5,0.14758213176434937,1.83,1.33,1.54,1.979899497487437,1,0.03939294462261062,2,1,2.0,0.0,0,0.0,0,0,0.0,3.9497487437185925,4,1.9595464760990884,6,2,2.0,0.0,0,0.0,0,0,0.0,5.92964824120603,4,1.9767177596525338,8,4,4.0,0.020100502512562814,1,0.03939294462261054,1,0,0.0,0.0,0,0.0,0,0,0.0,6.050251256281406,4,1.9595464760990882,8,4,8.0,0.0,0,0.0,0,0,0.0,6.0703517587939695,4,1.976717759652534,8,4,8.0,14.005477386934672,12.465,3.127340218681347,23.195,10.73,16.69,0.0,0.0,0.0,0.0,0,0,1.0076137145728643,2.1106628,1.053162443372642,2.1106628,0.0,2.25333333333e-05,211.41206030150755,35,17.499558091967373,229,194,194.0,0.3338983050847458,0.0,0.6661016949152542,0.0,0,0.06058693718652419,0.011242468850975613,,,,,,,
46,150,AB,Ti0.9Fe0.9B0.2,1.5,7.6,27,14,"Rajalakshmi, 1998",852.0,,,,Ti.9Fe.9B.2,47.26221524537158,13.716892394336087,2.618628094771769,3,0.6442049363362563,0.5679995536596374,0.5169422694758187,0.49684123087997817,0.4822980652234041,22.1,21,3.5100000000000002,26,5,24.0,51.300000000000004,29,7.470000000000001,72,43,49.0,47.7515,45.034,7.388099999999999,55.845,10.811,51.855999999999995,1923.2,537.0,100.97999999999999,2348.0,1811.0,1876.0,6.7,9,2.43,13,4,6.0,3.8000000000000003,2,0.3599999999999998,4,2,4.0,139.8,76,18.18,160,84,146.0,1.7205000000000001,0.5,0.16244999999999998,2.04,1.54,1.685,2.0,0,0.0,2,2,2.0,0.1,1,0.18000000000000002,1,0,0.0,3.6,6,2.16,6,0,4.0,0.0,0,0.0,0,0,0.0,5.7,5,2.0700000000000003,8,3,6.0,0.0,0,0.0,0,0,0.0,0.5,5,0.9,5,0,0.0,5.4,8,2.3400000000000003,8,0,6.0,0.0,0,0.0,0,0,0.0,5.9,4,1.8900000000000001,8,4,6.0,13.05625,9.517500000000002,3.2703750000000005,16.69,7.1725,13.71,0.1524,1.524,0.27432,1.524,0,0,0.9498084,2.1106628,1.04476896,2.1106628,0.0,1.0553426666666668,206.95,63,19.845,229,166,211.5,0.3508771929824561,0.017543859649122806,0.631578947368421,0.0,0,0.06058693718652419,0.014865858432267922,,,,,,,
47,151,AB,La0.1Ti0.9Co1,1.5,60,150,3.2,"Kato, 1981",83.0,,,,Ti.9La.1Co,151.46431095449014,0.0025112451596866103,-5.98697656928881,3,0.6745368781616021,0.6002313922327344,0.5486264466465947,0.5287150527436362,0.5151821958260225,26.25,35,3.825,57,22,27.0,49.0,45,9.0,58,13,58.0,57.952021,91.03847000000002,9.0765189,138.90547,47.867,58.933195,1817.1,748.0,111.50999999999999,1941.0,1193.0,1768.0,6.45,6,2.55,9,3,9.0,4.1,2,0.1899999999999997,6,4,4.0,145.35,81,19.35,207,126,126.0,1.6880000000000002,0.7799999999999998,0.19199999999999995,1.88,1.1,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.45,6,2.55,7,1,7.0,0.0,0,0.0,0,0,0.0,6.45,6,2.55,9,3,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.55,6,2.55,9,3,3.0,0.0,0,0.0,0,0,0.0,5.55,6,2.55,9,3,3.0,14.477875000000001,26.652500000000003,4.232875000000001,36.8975,10.245,10.245,0.0,0.0,0.0,0.0,0,0,0.77424574,1.5484712,0.77422546,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.31007751937984496,0.0,0.689922480620155,0.0,0,0.14109761379215235,0.021999888311830033,,,,,,,
48,152,AB,Zr0.1Ti0.9Fe1,1.0,28.9,30,3.3,"Jang, 1986",397.0,,,,Ti.9Zr.1Fe,105.25880496078123,2.722722436607205,1.001632275557145,3,0.6745368781616021,0.6002313922327344,0.5486264466465947,0.5287150527436362,0.5151821958260225,24.9,18,2.6100000000000003,40,22,26.0,49.05,12,5.95,55,43,55.0,54.023849999999996,43.357000000000006,5.541165000000001,91.224,47.867,55.845,1885.35,317.0,74.35,2128.0,1811.0,1811.0,6.0,4,2.0,8,4,8.0,4.05,1,0.09499999999999985,5,4,4.0,146.75,43,14.75,175,132,132.0,1.6745,0.5,0.15550000000000003,1.83,1.33,1.83,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.0,4,2.0,6,2,6.0,0.0,0,0.0,0,0,0.0,6.0,4,2.0,8,4,8.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,6.0,4,2.0,8,4,4.0,0.0,0,0.0,0,0,0.0,6.0,4,2.0,8,4,4.0,14.035250000000001,12.465,3.3052500000000005,23.195,10.73,10.73,0.0,0.0,0.0,0.0,0,0,1.05534154,2.1106628,1.05532126,2.1106628,0.0,2.1106628,211.5,35,17.5,229,194,229.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0,0.06058693718652419,0.012885229012732775,,,,,,,
50,167,AB,TiCo,1.3,57.8,150,2.2,"Osumi, 1980",80.0,,,,TiCo,143.14994806628025,0.002243992392460046,-6.099498681496754,2,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,24.5,5,2.5,27,22,24.5,50.5,15,7.5,58,43,50.5,53.4000975,11.066195,5.5330975,58.933195,47.867,53.4000975,1854.5,173.0,86.5,1941.0,1768.0,1854.5,6.5,5,2.5,9,4,6.5,4.0,0,0.0,4,4,4.0,143.0,34,17.0,160,126,143.0,1.71,0.33999999999999986,0.16999999999999993,1.88,1.54,1.71,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.5,5,2.5,7,2,4.5,0.0,0,0.0,0,0,0.0,6.5,5,2.5,9,4,6.5,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.5,5,2.5,8,3,5.5,0.0,0,0.0,0,0,0.0,5.5,5,2.5,8,3,5.5,13.467500000000001,6.445000000000002,3.222500000000001,16.69,10.245,13.467500000000001,0.0,0.0,0.0,0.0,0,0,0.7742468666666666,1.5484486666666668,0.7742243333333334,1.5484712,2.25333333333e-05,0.7742468666666666,194.0,0,0.0,194,194,194.0,0.3076923076923077,0.0,0.6923076923076923,0.0,0,0.02848638902970424,0.01424319451485212,-7.893170615,-0.38960976833333394,2.0,6.714492914549837,26.412403071096644,13.206201535548322,0.9275104279906947
53,171,AB,Ti1Fe0.5Co0.5,1.1,42.3,100,4,"Suzuki, 1981",82.0,,,,TiCo.5Fe.5,124.88511065111989,0.12957751323002786,-2.0434760191459582,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,24.25,5,2.25,27,22,22.0,49.75,15,6.75,58,43,43.0,52.628048750000005,11.066195,4.7610487500000005,58.933195,47.867,47.867,1865.25,173.0,75.75,1941.0,1768.0,1941.0,6.25,5,2.25,9,4,4.0,4.0,0,0.0,4,4,4.0,144.5,34,15.5,160,126,160.0,1.6975,0.33999999999999986,0.15749999999999997,1.88,1.54,1.54,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.25,5,2.25,7,2,2.0,0.0,0,0.0,0,0,0.0,6.25,5,2.25,9,4,4.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.75,5,2.25,8,3,8.0,0.0,0,0.0,0,0,0.0,5.75,5,2.25,8,3,8.0,13.58875,6.445000000000002,3.1012500000000007,16.69,10.245,16.69,0.0,0.0,0.0,0.0,0,0,0.9147947666666667,2.1106402666666666,0.9147722333333332,2.1106628,2.25333333333e-05,2.25333333333e-05,202.75,35,13.125,229,194,194.0,0.32,0.0,0.68,0.0,0,0.02848638902970424,0.012401076748111847,,,,,,,
54,172,AB,Ti1Mn0.5Co0.5,1.6,46.9,120,3.2,"Osumi, 1980",80.0,,,,TiCo.5Mn.5,128.9635115278683,0.033086627310665306,-3.4086260869738685,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,24.0,5,2.0,27,22,22.0,49.0,15,6.0,58,43,43.0,52.401309999999995,11.066195,4.534310000000001,58.933195,47.867,47.867,1792.25,422.0,148.75,1941.0,1519.0,1941.0,6.0,5,2.0,9,4,4.0,4.0,0,0.0,4,4,4.0,146.25,34,13.75,160,126,160.0,1.6275,0.33999999999999986,0.12624999999999992,1.88,1.54,1.54,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.0,5,2.0,7,2,2.0,0.0,0,0.0,0,0,0.0,6.0,5,2.0,9,4,4.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,6.0,5,2.0,8,3,8.0,0.0,0,0.0,0,0,0.0,6.0,5,2.0,8,3,8.0,13.528146551725,6.445000000000002,3.161853448275001,16.69,10.245,16.69,0.0,0.0,0.0,0.0,0,0,0.38720659683908043,1.5484486666666668,0.5806323015804598,1.5484712,2.25333333333e-05,2.25333333333e-05,199.75,23,8.625,217,194,194.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0,0.02848638902970424,0.010485064694132643,,,,,,,
56,183,AB,TiCu,1.6,126,500,0.15,"Kadel, 1978",523.0,,,,TiCu (M),147.19671233730688,4.1100476479860454e-15,-33.12534177328579,2,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,25.5,7,3.5,29,22,25.5,53.5,21,10.5,64,43,53.5,55.7065,15.679000000000002,7.839500000000001,63.546,47.867,55.7065,1649.385,583.23,291.615,1941.0,1357.77,1649.385,7.5,7,3.5,11,4,7.5,4.0,0,0.0,4,4,4.0,146.0,28,14.0,160,132,146.0,1.72,0.3599999999999999,0.17999999999999994,1.9,1.54,1.72,1.5,1,0.5,2,1,1.5,0.0,0,0.0,0,0,0.0,6.0,8,4.0,10,2,6.0,0.0,0,0.0,0,0,0.0,7.5,7,3.5,11,4,7.5,0.5,1,0.5,1,0,0.5,0.0,0,0.0,0,0,0.0,4.0,8,4.0,8,0,4.0,0.0,0,0.0,0,0,0.0,4.5,7,3.5,8,1,4.5,13.88,5.620000000000001,2.8100000000000005,16.69,11.07,13.88,0.0,0.0,0.0,0.0,0,0,1.126666666665e-05,2.25333333333e-05,1.126666666665e-05,2.25333333333e-05,0.0,1.126666666665e-05,209.5,31,15.5,225,194,209.5,0.2,0.0,0.8,0.0,0,0.031880743083437246,0.015940371541718623,-6.1356558225,-0.13744601083333396,4.0,6.440934596316428,57.446829585670606,14.361707396417652,0.907697422941146
58,187,AB,TiFe,1.9,28.1,30,5.2,"Reilly, 1974",319.0,,,,TiFe (M),106.40059606234054,4.313248552071831,1.4616913445867017,2,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,24.0,4,2.0,26,22,24.0,49.0,12,6.0,55,43,49.0,51.855999999999995,7.9780000000000015,3.9890000000000008,55.845,47.867,51.855999999999995,1876.0,130.0,65.0,1941.0,1811.0,1876.0,6.0,4,2.0,8,4,6.0,4.0,0,0.0,4,4,4.0,146.0,28,14.0,160,132,146.0,1.685,0.29000000000000004,0.14500000000000002,1.83,1.54,1.685,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.0,4,2.0,6,2,4.0,0.0,0,0.0,0,0,0.0,6.0,4,2.0,8,4,6.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,6.0,4,2.0,8,4,6.0,0.0,0,0.0,0,0,0.0,6.0,4,2.0,8,4,6.0,13.71,5.960000000000001,2.9800000000000004,16.69,10.73,13.71,0.0,0.0,0.0,0.0,0,0,1.0553426666666668,2.1106402666666666,1.0553201333333333,2.1106628,2.25333333333e-05,1.0553426666666668,211.5,35,17.5,229,194,211.5,0.3333333333333333,0.0,0.6666666666666666,0.0,0,0.020805515598651292,0.010402757799325646,-8.597568845,-0.4190897333333332,2.0,6.642034361157135,25.928475456799234,12.964237728399617,1.0055419428329435
60,189,AB,Ti1Fe0.6Ni0.4,1.5,48.6,50,0.035,"Bershadsky, 1993",395.0,,,,TiFe.6Ni.4,122.52210697389121,0.0076797015643149886,-4.869174591390732,3,0.6164414002968976,0.5428835233189814,0.5085056507988339,0.5020901750405264,0.5003067256477718,24.400000000000002,6,2.4,28,22,22.0,50.2,18,7.200000000000001,61,43,43.0,52.42568,10.8264,4.558680000000001,58.6934,47.867,47.867,1859.4,213.0,81.6,1941.0,1728.0,1941.0,6.4,6,2.4000000000000004,10,4,4.0,4.0,0,0.0,4,4,4.0,144.4,36,15.600000000000001,160,124,160.0,1.701,0.3699999999999999,0.16099999999999998,1.91,1.54,1.54,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.4,6,2.4000000000000004,8,2,2.0,0.0,0,0.0,0,0,0.0,6.4,6,2.4000000000000004,10,4,4.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.6000000000000005,6,2.4000000000000004,8,2,8.0,0.0,0,0.0,0,0,0.0,5.6000000000000005,6,2.4000000000000004,8,2,8.0,13.628,6.370000000000001,3.0620000000000003,16.69,10.32,16.69,0.0,0.0,0.0,0.0,0,0,0.7522890466666667,2.1106402666666666,0.8150242520000001,2.1106628,2.25333333333e-05,2.25333333333e-05,210.7,35,16.7,229,194,194.0,0.3125,0.0,0.6875,0.0,0,0.033645949486530435,0.01316269105878871,,,,,,,
61,191,AB,Ti1Mn0.2Fe0.7,2.0,34.7,40,1.4,"Reilly, 1976",383.0,,,,TiFe.7Mn.2,113.6069998806453,0.7160157767194152,-0.3340530777399251,3,0.6510166777291042,0.581832775506002,0.542955160603151,0.5323007201576827,0.5277839397135503,23.789473684210524,4,1.8836565096952906,26,22,22.0,48.368421052631575,12,5.650969529085872,55,43,43.0,51.55058368421052,7.9780000000000015,3.8774565096952918,55.845,47.867,47.867,1848.6842105263158,422.0,97.17451523545706,1941.0,1519.0,1941.0,5.789473684210526,4,1.8836565096952906,8,4,4.0,4.0,0,0.0,4,4,4.0,147.4736842105263,28,13.185595567867036,160,132,160.0,1.647894736842105,0.29000000000000004,0.1341828254847645,1.83,1.54,1.54,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,3.789473684210526,4,1.8836565096952909,6,2,2.0,0.0,0,0.0,0,0,0.0,5.789473684210526,4,1.8836565096952906,8,4,4.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,6.2105263157894735,4,1.8836565096952906,8,4,8.0,0.0,0,0.0,0,0,0.0,6.2105263157894735,4,1.8836565096952906,8,4,8.0,13.84132486388421,6.202413793100002,2.9986054064376733,16.69,10.4875862069,16.69,0.0,0.0,0.0,0.0,0,0,0.7776571144585602,2.1106402666666666,0.9822147156621135,2.1106628,2.25333333333e-05,2.25333333333e-05,209.31578947368422,35,16.121883656509695,229,194,194.0,0.3454545454545455,0.0,0.6545454545454545,0.0,0,0.020805515598651292,0.009576811350812434,,,,,,,
62,194,AB,Ti1Be0.2Fe0.8,1.4,30.5,21,0.7,"Bruzzone, 1980",421.0,,,,TiFe.8Be.2,100.7231420594093,0.8274895474763463,-0.18935880325922064,3,0.6480740698407861,0.5748897078944831,0.5291875514531911,0.5137863211507526,0.5051256796023864,21.8,22,3.5599999999999996,26,4,22.0,50.2,24,7.2,67,43,43.0,47.1727182,46.832818,7.63210724,55.845,9.012182,47.867,1850.9,381.0,90.1,1941.0,1560.0,1941.0,5.4,6,2.08,8,2,4.0,3.8000000000000003,2,0.3599999999999998,4,2,4.0,142.4,64,17.6,160,96,160.0,1.6590000000000003,0.29000000000000004,0.13680000000000006,1.83,1.54,1.54,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,3.4000000000000004,6,2.08,6,0,2.0,0.0,0,0.0,0,0,0.0,5.4,6,2.08,8,2,4.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.6,8,2.4000000000000004,8,0,8.0,0.0,0,0.0,0,0,0.0,5.6,8,2.4000000000000004,8,0,8.0,13.426000000000002,8.8,3.2640000000000007,16.69,7.89,16.69,0.0,0.0,0.0,0.0,0,0,0.8442763866666667,2.1106628,1.0131091306666666,2.1106628,0.0,2.25333333333e-05,208.0,35,16.8,229,194,194.0,0.37037037037037035,0.0,0.6296296296296297,0.0,0,0.020805515598651292,0.009685343394859915,,,,,,,
63,197,AB,Ti1V0.05Fe0.8Ni0.15,1.3,41,150,7,"Oguro, 1983",78.0,,,,TiFe.8Ni.15V.05,113.07096133583066,0.05286518810132078,-2.9400102266592545,4,0.6451743950281971,0.5743218217416436,0.5291681239024463,0.5137856482446109,0.5051256751944808,24.075000000000003,6,2.12875,28,22,22.0,49.225,18,6.38625,61,43,43.0,51.9470425,10.8264,4.130319625,58.6934,47.867,47.867,1879.075,455.0,77.12124999999999,2183.0,1728.0,1941.0,6.075,6,2.12875,10,4,4.0,4.0,0,0.0,4,4,4.0,145.925,36,14.428749999999999,160,124,160.0,1.686,0.3699999999999999,0.14880000000000002,1.91,1.54,1.54,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.075,6,2.12875,8,2,2.0,0.0,0,0.0,0,0,0.0,6.075,6,2.12875,10,4,4.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.925000000000001,6,2.12875,8,2,8.0,0.0,0,0.0,0,0,0.0,5.925000000000001,6,2.12875,8,2,8.0,13.736250000000002,6.370000000000001,2.9537500000000003,16.69,10.32,16.69,0.0,0.0,0.0,0.0,0,0,0.8889309891666667,2.1106628,0.9773854486666669,2.1106628,0.0,2.25333333333e-05,211.2,35,17.2,229,194,194.0,0.3292181069958848,0.0,0.6707818930041153,0.0,0,0.033645949486530435,0.011263937176670465,,,,,,,
64,198,AB,Ti1Fe0.8Ni0.2,1.0,41.9,50,0.28,"Mintz, 1981",390.0,,,,TiFe.8Ni.2,119.07750904339922,0.07572617733301414,-2.5806313747084935,3,0.6480740698407861,0.5748897078944831,0.5291875514531911,0.5137863211507526,0.5051256796023864,24.2,6,2.2,28,22,22.0,49.6,18,6.6000000000000005,61,43,43.0,52.140840000000004,10.8264,4.273840000000001,58.6934,47.867,47.867,1867.7,213.0,73.30000000000001,1941.0,1728.0,1941.0,6.2,6,2.2,10,4,4.0,4.0,0,0.0,4,4,4.0,145.20000000000002,36,14.8,160,124,160.0,1.6930000000000003,0.3699999999999999,0.153,1.91,1.54,1.54,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.2,6,2.2,8,2,2.0,0.0,0,0.0,0,0,0.0,6.2,6,2.2,10,4,4.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.8,6,2.2,8,2,8.0,0.0,0,0.0,0,0,0.0,5.8,6,2.2,8,2,8.0,13.669,6.370000000000001,3.021000000000001,16.69,10.32,16.69,0.0,0.0,0.0,0.0,0,0,0.9038158566666668,2.1106402666666666,0.9654775546666667,2.1106628,2.25333333333e-05,2.25333333333e-05,211.10000000000002,35,17.1,229,194,194.0,0.3225806451612903,0.0,0.6774193548387097,0.0,0,0.033645949486530435,0.011814698842705052,,,,,,,
